Name,Location
석담사,전북 완주군 비봉면 내원리 산 3번지
석련지,경남 진해시 여좌동 116-22
석정사,경기도 가평군 설악면 묵안리 104
석천사,경북 안동시 서후면 이개2동 220번지
석천사,서울시 성북구 장위1동 233-54
석천암,충남 서산시 인지면 산동리 86
석화사,인천시 중구 중산동 산 185-1
선경암,경남 통영시 태평동 637-2
선림사,서울시 종로구 홍지동 76-26
선불사,부산시 영도구 봉래동 5가 170번지
선운사,제주특별자치도 제주시 삼양2동 2119-7
선운사 도솔암,전북 고창군 아산면 삼인리 618
선은사,제주시 삼양2동 2119-7
선학사,경기도 구리시 갈매동 214-7
선혜사,경북 청송군 청송읍 거대리 26번지
선혜사,경남 김해시 삼방동 680-9 2층
선화사,경기도 동두천시 안흥동 92-2
선화정사,충북 충주시 산척면 송강리 290
설운사,충북 괴산군 청천면 휴영리
성각사,광주시 북구 삼각동 772-3
성관사,서울시 노원구 상계3동 169-1
성나사,서울시 성북구 성북동 285
성덕사,경북 경주시 배반동 792
성덕사,광주시 동구 용연동 229번지
성덕암,부산시 서구 남부민2동 182-1
성라사,서울시 성북구 성북동 285
성불사,"대구광역시 서구 국채보상로52길 3, 2층"
성불사,전라북도 전주시 완산구 오목대길 47
성불사,전남 담양읍 백동리 278-3
성불사,경북 문경시 점촌동 54-8
성불사,울산광역시 동구 전하1동 544-48
성불사,충남 금산군 복수면 백암1리 689
성불사,충북 충주시 산척면 송강리 230번지
성불사,경기도 가평군 상면 덕현리 산65번지
성불사,부산시 북구 구포1동 1208-3
성불사,부산시 금정산 성불사
성불사,서울시 구로구 가리봉동 25-4
성불암,충청북도 영동군 심천면 수묵기호로 415-15
성불원토굴,경남 합천군 합천읍 외곡리 산91번지
성용사,경북 경산시 중방동 841-10
성운정사,서울시 동적구 노량진2동 302-135
성원사,경남 양산시 남부동 393-1번지
성전암,경남 밀양시 단장면 범도리 (새마) 1083번지
성주사,충청남도 보령시 성주면 지게골길 101-10
성주사,경북 포항시 남구 구룡포읍 성동리 산 216
성주사,충남 천안시 원성동 1-1
성주암,경기도 수원시 권선구 입북동 796-25 벌터
성주암,서울시 관악구 대학동 198
성진사,"경남 통영시 광도면 우동리 475번지, 476번지"
세심정사,강원도 원주시 원동 197-9 3층
세원암,경남 마산시 진동면 사동리 294-33
세원암,경남 마산시 합포구 예곡동 산42-16
세인트루이스선원,서울시 강남구 신사동 536-17 지하1층
소림사,강원도 원주시 봉산동 산1번지
소망사,경북 안동시 상아동
소원성취사,경기도 성남시 분당구 정자2동 38-2
소원정사,경남 마산시 구암2동 22-8번지
송림사,경남 남해군 이동면 석평리 271-4
송림사,인천시 남구 숭의3동 88-13호
송암사,서울시 종로구 홍지동 51-3
송암사,경북 김천시 아포읍 송천리 1221-1
송원사,경기 안양시 동안구 호계동 998-91
송원사,충남 공주시 유구읍 추계1구 162-7
수덕사,전남 고흥군 도화면 사덕리 산 18-2
수덕사,경남 양산시 다방동 546
수도암,부산시 서구 시약로 61-151
수도암,경남 김해시 내동 1090-10 201호
수도암,부산시 강서구 지사동 134-1
수련사,강원도 원주시 판부면 금대리 947
수림사,경북 경주시 외동읍 문산1리 산2-1
수림사,울산시 중구 다운동 604-11
수림정사,경북 경주시 외동읍 문산1리 산2-1번지
수미정사,경남 남해군 창선면 옥천리 161
수불사,서울시 종로구 평창동 260-13호
수안사,경남 진주시 수곡면 자매리 494
수월사,전북 익산시 용동면 흥왕리 406
수인사,광주광역시 남구 방림동 135-1 2층
수인사,전남 장흥군 유치면 대리 668-15
수정사,전남 담양군 봉산면 유산리 381-2
수정암,경북 구미시 도개면 다곡2리 369번지
수정암,경남 함양군 안의면 상원리 226-1 용추계곡 수정암
승학사,부산시 사상구 학장동 167-2
시왕사,전남 곡성군 고달면 대사리 194-15
시원암,서울시 강서구 화곡동 380-15
신광정사,경남 거제시 둔덕면 시목리 241번지
신묘사,경남 마산시 내서읍 중리 342-9 (4층)
신불사,경북 성주군 가천면 하죽1리 130
신선암,강원도 횡성군 우천면 정금서길 260-14
신언사,대구시 수성구 만촌3동 1067-29
신흥사,전남 광양시 진월면 월길리 산174/4
신흥사,충북 음성군 원남면 구안리 326
신흥사,서울시 서대문구 홍은동 265-232
실상선원,경남 함양군 휴천면 송전리 1104-1
심복사,경기도 안성시 보개면 북가현리 8
심우정사(약사암),경남 함양군 서하면 운곡리 산 193-1
안국사,경상북도 포항시 북구 기계면 남계리 299
애련사,경북 안동시 서후면 자품리 938
약사사,서울시 관악구 봉천본동 899-4
약사사,울산시 울주군 상북면 궁근전리 834
약사사,서울시 노원구 중계동 93-3
약사사,경기도 광주시 중부명 엄미2리 산 366
약사사,전남 진도군 진도읍 죽엽리 11번지
약사사,경북 고령군 성산면 득성리 346-1
약사사,경기도 이천시 장호원읍 풍계4리 54번지11
약사암,경남 합천군 봉산면 압곡리 173번지
약사여래사,경기도 시흥시 신천동 755-11
약사포교원,서울시 강동구 길동 457-4 29/8(502호)
약성사,경남 밀양시 산내면 송백리 1001-24
약수사,부산시 해운대구 반송3동 275-682
약수사,전북 남원군 덕과면 덕촌리 산 183-2
약수사,경남 창녕군 영산면 교리 산38-2
약수암,충북 제천시 두학동 산 72-1
약수암,경기도 수원시 팔달구 남수동 32-2
약수암,충남 아산시 송악면 유곡리 369-4
약수암,인천시 중구 운남동 산 110번지
약수암,부산시 사상구 엄궁동 산 15-1
약천사,전북 무주군 무주읍 대차리 1188-1
약천사,부산시 사하구 다대1동 936-20
약천사,경기도 가평군 가평읍 마장리 62
약천사,전북 무주군 무주읍 대차리 1185-2
약천사,경남 하동군 청암면 평촌리 839
약천사,강원도 인제군 북면 냇강 효자길 308-24
약천사,강원도 동해시 북평동 19번지(11/2)
약천사,서울시 강서구 염창동 277-48
약천사,부산시 동래구 명륜동 105-42
여래사,충남 예산군 신양면 여래미리 28
여래사,전남 여수시 수정동 169-3
여래사,인천시 부평구 부개동 296-10 효정빌딩 5층
여래사,부산시 북구 구포1동 1207-26
여래선원,경기도 일산시 서구 대화동 2203
여래원,경북 청도군 이서면 팔조리 350
여명사,경기도 안산시 상록구 이동 715-10 (아트프라자 301호)
여여사,충북 영동군 용산읍 율리208
여여선원,경북 경주시 산내면 내일리 991-3
여여선원,경기도 안산시 단원구 고잔동 719-7
여여암,경북 영천시 화남면 선천1리 724
여여암,경북 영천시 화남면 선천1리 724
연각사,경북 안동시 풍산읍 막곡1리 289
연길정사,경기도 의정부시 가능동 신촌로
연꽃피는절,충북 청원군 미원면 쌍이리 산1-9
연성암,경북 포항시 북구 흥해읍 매산리 588-45
연암사,서울시 중랑구 망우3동 450-3
연암사,강원도 원주시 행구동 288-7
연지암,경기도 양평군 양평읍 양근1리 250-10
연화사,경기도 수원시 장안구 화서동 9-2
연화사,경남 창녕군 성산면 냉천리 322-2
연화사,경기도 파주시 광탄면 용미리 682-17
연화사,경기도 포천시 영중면 금주4리 산25-1
연화선원,경기도 동두천시 상봉암동 삼성빌라 201호
연화선원,대전시 서구 도마1동 33-4 2층
연흥사,경기도 부천시 소사구 소사본동 185-29
염불암,경북 영주시 평은면 천본1리 91
염불암,충북 충주시 문화동 대림6길 16번지
영선사,부산시 영도구 동삼동 1121 주공@102/1306호
영선사,부산시 영도구 영선동 4가 산 32번지
영웅정사,경기도 양주시 남면 매곡리 62-11
영주사,경북 영주시 봉현면 유전리 738
영지암(구:천룡사),울산시 울주군 웅촌면 곡천리 산 62-3
영축사,경남 밀양시 무안면 중산리 1128-1
영혜사,경기도 안산시 단원구 고잔동 768-3 진성드림프라자708
오방사,부산광역시 수영구 민락동 26-15
오봉사,경상남도 창원시 성산구 장복산길403번길 46
오봉사,울산시 울주군 웅촌면 대복리 556-45
오세암,경기도 이천시 백사면 도립리 546
오현암,경상북도 안동시 풍천면 천년숲동로 10-10
옥련사,"울산광역시 동구 방어진순환도로 580, 2층"
옥룡사,울산시 남구 옥동 646
옥불사,경남 밀양시 산내면 가인2동 529-3
옥산사,부산시 남구 문현3동 183-33
옥성사,부산광역시 동구 좌천4동 891-1
옥성암,경북 의성군 옥산면 입암리 698
옥천사,전남 화순군 도곡면 대곡리 1구 18-1
옴사,대전시 중구 구완동 116번지
용곡사,충남 예산군 예산읍 신례원리 108-1
용국사,충남 예산군 예산읍 주교리 108-1
용담사,경기도 이천시 설성면 장능리 391-4
용두사,경북 영주시 장수면 호문3리 352
용마사,충남 홍성군 금마면 죽림리 1
용문사,경상남도 사천시 사남면 구룡1길 202-28
용문사,충북 괴산군 불정면 추산리 244
용봉사,경남 통영시 광도면 죽림리 743번지
용수사,인천시 서구 석남1동 175-9
용수사(사),경기도 남양주시 진접읍 팔야리 778-14
용수암,경남 밀양시 삼량진읍 행곡리 1803-5
용암사,서울시 은평구 진관내동 북한산 용암사
용연선원,"대전광역시 동구 한밭대로 1194, 2층"
용운사,경북 칠곡군 동명면 득명리 470
용운사,대구광역시 동구 도학동 276-5
용운사,부산시 해운대구 재송1동 1120-21 10/5
용장사,서울시 강서구 화곡3동 1068 24번지
용주사,경남 사천시 사남면 화전리 산 96번지
용주사,대구 달서구 송현2동 140-2
용주암,경기도 가평군 상면 봉수리 177-10
용주암,경기도 포천시 내촌면 신팔리 361번지
용천사,광주시 북구 문흥동 973-2
용천사,전남 담양군 봉산면 기곡리 848-5
용화사,경기도 여주군 대신면 초현2리 148
용화사,울산광역시 울주군 웅촌면 곡천리 산 62-3
용화사,부산시 북구 구포1동 654-12
용화사,경남 창원시 북면 마산리 230-4
용화사,강원도 원주시 호저면 고산리 606번지
용화사,경기도 광명시 광명7동 42-110
용화사,경기도 여주군 대신면 상구1리 산10번지
용화사,경기도 안성시 금광면 한운리 산 62번지
용화선원,부산시 부산진구 개금1동 171-108 2층
우경 큰 스님,경기도 이천시 대월면 대대리 418
우량사,서울시 관악구 신림동 419-33 17/1
우리절,경남 마산시 산호동 58-50
우리절,경남 고성군 하이면 봉원리 380번지
우무사,경북 봉화군 봉화읍 내성1리 607
우인선원,충북 충주시 봉방동 42-19 (3층)
우천사,경남 사천시 사남면 우천리 산201
운산암,울산시 중구 태화동 712-3번지
운악사,경기도 포천시 일동면 기산4리 285-3
운정암,충남 공주시 반포면 학봉리 229
운주사,경기도 고양시 일산서구 탄현동 1574-8 대윤프라자 5층
운주암,전북 정읍시 산내면 능교리
원각사,서울시 성북구 정릉동 보국문호 32길 98번지
원각사,경북 포항시 남구 오천읍 갈평리 38
원각사,경남 의령군 부림면 감암리 15번지
원각사,경북 경주시 황남동 428번지
원각사,부산시 사하구 괴정3동  260~385 3/3
원각정사,부산시 강서구 죽동 52-3
원적사,충북 청주시 흥덕구 봉명1동 203-7
원천정사,전남 담양군 남면 학선리 15
월암사,전남 영암군 군서면 월곡리 619-3
월정사,전북 완주군 비봉면 내월리17 (산 13)
위천사,대구시 달성군 논공읍 위천리 185-37
유학사,충북 충주시 이류면 금곡리 산15-1
유향사,충남 당진구 면천면 죽동리 2구 836-1
유향사,경기도 의왕시 내손2동 682-1
으뜸선원,서울시 구로구 개봉1동 97-3
은적사,경북 포항시 남구 연일읍 택전리 586-2
은천사,서울시 관악구  난곡동 715-38
은해사,경기도 의정부시 장곡로364번길 8-3
은혜사,
의인사,충북 청원군 내수읍 도원리 우창진주@ 202동1204호
인덕사,경기도 부천시 소사구 역곡3동 100-48
인덕사,경기도 부천시 소사구 괴안동 100-48
인수암,서울시 강북구 우이동 산1번지
일각사,부산시 동구 범일동 632-22
일경선원,서울시 관악구 봉천9동 632
일광사,경기도 안성시 죽산면 칠장리 403-2
일룡사,경상북도 봉화군 물야면 생달길 342-26
일월사,경기도 수원시 권선구 교동 163-15
일월정사,울산시 울주군 범선읍 입암리 1080번지 진복마을
일출암,경남 고성군 동해면 내산리 141-4
일흥사,경기도 연천군 전무읍 320-53
자림사,경기도 고양시 덕양구 주교동 609-9 연산빌딩 4층
자비사,경남 거제시 연초면 천곡리 861-1
자비사,강원도 강릉시 주문진읍 주문리 교항 9/1반 218-2
자비사,인천시 강화군 선원면 지산리 168
자비사,서울시 은평구 녹번동 99-15
자비선원,경남 통영시 광도면 우동리 470번지
자비선원,부산 남구 문현4동 908-1
자비정사,"대구광역시 수성구 교학로 66, 4층"
자비정사,부산시 해운대구 중동 786-12
자비정사(미륵정사),경기도 안성시 금광면 옥정리 산 272
자양사,전북 순창군 구림면 자양로 29
자양포교원,서울시 광진구 자양2동 663-19
자운정사,충남 당진시 송악읍 광명리 185-3
자장정사,부산시 북구 구포동 397-40
장원암,경기도 성남시 중원구 여수동 산 302
재원사,대구시 달서구 두류1동 827-15
전등사,강원도 강릉시 강동면 정동진1리 490-2
정각사,전남 나주시 다시면 청정리 583번지
정각사,전북 익산시 삼기면 기산리 810
정각사,경기도 안성시 일죽면 월정리 1414
정각사,서울시 성북구 정릉3동 947-1
정광사,전남 보성군 조성면 대곡리 1013
정덕사,강원도 강릉시 주문진읍 장덕리 919-2
정덕사,강원도 원주시 문막읍 취병리 665-3번지 가동
정법사,경북 포항시 남구 대송면 장동 139
정법사,부산시 동래구 칠산동 266-1
정수사,경기도 광주시 오포읍 양벌3리 173
정수사,대전시 서구 정림동 583
정수사,부산시 연제구 연산9동 10-52
정수사,부산시 사상구 엄궁동 420번지
정암사,"경상북도 경산시 대학로9길 5, 4층"
정정사,"서울시 금천시 독산로 348, 2층"
정토불원,경남 진해시 이동 356
정토사,충남 아산시 모종동 561-10
정토사,경남 밀양시 단장면 고례리 1313
정토사,경기도 용인시 백암면 근창리 655-3
정토사,충남 천안시 다가동 397-10
정토사,대구시 동구 내동 381-1
정토사,서울시 종로구 평창동 523-62
정토선원부처님세상,부산시 북구 화명동 2269-3 화명씨티타워
정혜사,강원도 철원군 철원읍 율이리 652-1
제원사,대구시 달서구 상인2동 1460-38
제일사,경북 포항시 북구 허애읍 매산리 598-1번지
제일사,경북 포항시 북구 청하면 유계리 771번지
조개사,강원도 삼척시 근덕면 장호리 121
조어사,강원도 정선군 임계면 평양마을길 89-29
조주선관,강원도 정선군 북면 구절리 노주산 217
주지정사,전남 목포시 죽교동 269-10
죽림정사,강원도 속초시 조양로 145-5
중생사,경남 남해군 남해읍 평현리 824-3
지리산천왕사,경남 산청군 시천면 중산리 785
지장사,서울시 노원구 상계동 111-120
지장사,인천시 부평구 청천동 산 17-1
지장사,경북 영천시 문외동 159-2 5-1
지장사,경기도 안산시 상록구 수암동 484-7
지장사,인천시 서구 석남동 111-30
지장사,부산시 남구 우암2동
지장사,서울시 성북구 보문동7가 134/12
지장사,서울시 노원구 상계3동 72-117
지장선원,경기도 수원시 장안구 연무동 산260-36호
지장암,경남 창원시 마산합포구 남성동 164 (동서북9길 33)
지장암,경남 마산시 산호동 443-7
지장암,경북 김천시 대항면 향천 3리 1323
지장암,인천시 부평구 창천동 산 17-2
지장암,서울시 관악구 신림1동 1587-28 2층
지해사,전북 익산시 여산면 두여리 607-1
지혜사,경기도 오산시 가장동 산 79-1
진각사,대구시 동구 내동 381-1
진불암,전남 담양군 담양읍 양각리242
참마음선원,경기도 파주시 조리읍 봉일천리 45-6
천경사,경남 밀양시 가곡동 산 58-4 1/14
천광사,충남 공주시 우성면 보흥리 659-1
천굉사,충남 공주시 우성면 보흥리 659-1
천국사,경남 창원시 팔용동 192-8 조광빌딩 3층 천국사
천국사,충북 영동군 심천면 고당리 993-6
천궁선원,경기도 의왕시 학의동 산 115
천궁암(관음사),충북 옥천군 옥천읍 교동1길 19
천도암,경남 김해시 부원동 606-1
천련암,인천시 연수구 연수1동 568-9
천련암,인천시 서구 가좌1동 144-5 수지상가 106호
천룡사,광주시 동구 용연동 229
천룡사,경북 칠곡군 북삼면 숭오리 1193번지
천명암,제주도 제주시 연동 310-32
천명암,제주도 북제주군 조천읍 선흘리 527
천문사,경북 청도군 운문면 신원리 50-1
천문사,충남 공주시 우성면 보흥리 659-1
천복사,전북 완주군 운주면 산북리 843-1
천봉사,경남 김해시 장유면 대청리 313-3
천봉선원,경남 양산시 원동면 내포리 857
천봉선원,대전광역시 중구 유천동 203-27
천부사,경북 경주시 내남면 박달리 1367번지
천불사,경기 수원시 팔달구 남수동 85-9
천불사,경기도 수원시 권선구 당수동 261-2 기와프라자 401호
천불암,경기도 수원시 팔달구 남수동 85번지 9/5
천불정사,경남 양산시 상북면 내석리 1381번지
천성암,부산시 수영구 광안4동 1293-3
천수암,경상남도 밀양시 상남면 오산3길 29
천왕사,경기도 수원시 장안구 장안로118번길
천왕사,제주시 노형동 산20-17
천왕사,강원도 평창군 봉평면 원길리 393-1
천왕사,서울시 서대문구 남가좌1동 295-7
천용사,인천시 계양구 용종동 226-12
천운사,충북 충주시 안림동 산 53-17
천운사,경기도 파주시 교하읍 연다산리 181-4
천운사,인천시 부평구 산곡동 332-10 3층
천운정사,강원도 춘천시 효자2동 129-169
천은사,전남 광양시 옥곡면 신금리 525-9
천주사(암),경북 경주시 건천읍 방내리 산70
천지미륵사,충북 진천군 진천읍 벽암리 9-2
천지암,경기도 수원시 팔달구 신풍동 133-1호
천진사,충남 아산시 온천동 14-49
천축사,강원도 홍천군 남면 양덕원리 산25
청계사,경남 하동군 청암면 상이리 1167번지
청계사,경북 경산시 남천면 원리 58-1
청담사,서울시 강남구 청담동 49-8
청량사,경남 고성군 상리면 척번정리 198-1
청련암,충북 청원군 북이면 호명리 107번지
청룡사,충북 충주시 소태면 오량리 561-1
청룡사,대전시 동구 판암1동 489-2
청룡사,서울시 성동구 성수1가 1동 656-659
청심정사,광주 남구 방림동 355-20
청암사,경기도 의왕시 월암동 140-3 15/1
청용사,서울시 서초구 방배3동 982-2
청용암,대전시 동구 가양2동 394-9
충원사,강원도 춘천시 소양로 1가 26-75
충효사,경북 영천시 자양면 충효리
충효사,울산시 남구 무거동 1254-4
칠보사,부산시 서구 남부민1동 93번지
칠보암,전남 곡성군 겸면 대명리 176-1
칠봉산문수사,충북 단양군 어상천면 방북리 산 21
칠봉암,강원도 원주시 신림면 금창리 산 75-4
칠성사,전라남도 진도군 진도읍 신흥정자로 154-52
칠성사,서울시 구로구 개봉동 97-4
태광대심사,경남 양산시 원동면 용당리 1276-1
태극암,전남 장성군 진원면 진원리 580-2
태기사,강원도 횡성군 청일면 청정로유동6길
통일사,인천시 옹진군 영흥면 내리 1336-1
통천사(대성사),전남 광양시 옥곡면 신금리 525-9
팔봉암,충북 단양군 가곡면 대대리 4-1
한산사,경남 하동군 악양면 입석리 216
해광사,부산시 서구 암남동 2-21
해금정사,충청북도 제천시 용두천로20길 17
해동암,부산광역시 북구 구포2동 397-4
해동암,부산시 북구 구포1동 700-91
해동탑사,경기도 여주군 대신면 송촌2리 187번지
해동탑사(관불사),경기도 광주시 태촌면 영동리 424-4
해룡정사,경북 구미시 선산읍 동부리 113-12
해룡정사,경남 거제시 고현동 81-23번지
해변사,부산시 중구 동광동 5가 9-12
해안사,강원도 양구군 해안면 펀치볼로1316번길 13
해원정사,충청남도 서산시 운산면 원평2길 99
해원정사,광주시 동구 내남동 385
해원정사,서울시 마포구 성산1동 210-6호
해인사,서울시 강남구 삼성동 20/4
해인사,경기도 일산동 604-43
해인사,서울시 성북구 돈암동 83-2
해인사 교육원,서울특별시 강남구 강남대로152길 11
해인선원,"인천광역시 동구 화도진로 73, 2충"
해인선원,강원도 횡성군 공근면 초원리 38
해인선원,서울시 강남구 논현동 2-13
해인정사,경남 통영시 태평동 637-2
해인정사,경기도 시흥시 대야동 453-2 국원빌딩 5층
해적포교원,부산시 북구 화명3동 화명시티타워 803호
해정사,광주시 북구 풍향동 367-1
해탈정사,서울시 중구 명동 2가 25-26
행복선원,서울시 관악구 신림동 1638-32 삼모스포렉스 1016
행복한 절,경남 사천시 용현면 부곡2길 50-12
향수선원,충북 제천시 한수면 탄지리 75-3
향운암,강원도 동해시 발현동 산 118-3
현아사,경기도 부천시 원미구 역곡동 201-5 2층
현정사,경기도 연천군 청산면 궁평리 346
현종사,전라남도 목포시 산정언덕로 17-2
현종암,전남 목포시 죽교동 269-10
형인사,서울시 노원구 상계4동 산 152
혜광사,전북 전주시 완산구 서서학동 101-3
혜광사,"경남 하동군,읍 흥룡리 64-2"
혜담선원,서울시 강서구 화곡동 155-8
혜덕암,서울시 서대문구 세검정로 9
혜명사,전북 전주시 완산구 서서학동 12-2
혜명암,부산시 진구 부암1동 708-12
혜안정사,경기도 용인시 처인구 백옥대로 1383 고려타워 301호
혜인정사,경남 통영시 사등면 지석리 1056-4
호국사,경기도 안성시 죽산면 칠장리 403-2
홍법사,경기도 의정부시 녹양동 37-4
홍은사,부산시 서구 서대신동 3가 31-153
화개사,경남 진주시 미천면 반지리 382번지
화계사,경기도 이천시 사음동 산 26-1
화성사,경기도 안성시 보개면 이전리 80-1
화엄선원,충남 천안시 동남구 오룡동 122-4
화지사,부산시 진구 양정1동 469
화현사,경남 사천시 사남면 화전리 산 96
환희선원(환희암),경기도 양주시 평화로1261번길 28
황금사,경남 김해시 동상동 606
황룡사,"인천광역시 남동구 백범로247번길 12, 301호"
황용사,부산시 강서구 봉민동 741-845
회문사,전북 임실군 덕치면 회문리 19-18
휴심사,경북 경주시 내남면 노곡리 693-1
흥국사,부산시 강서구 지사동 478
흥덕사,강원도 양구군 양구읍 수인리 502
흥룡사,경남 사천시 실안동 106번지
흥룡사,경북 상주시 만산2동 525-1
흥안사,서울시 노원구 상계4동 산 152
희문암,전북 익산시 삼기면 연동리 426
